Issue code,Issue name,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"002020","KOLON CORP","39600","350","0.89","39050","40200","38750","182915","7184597500","500006469600","12626426"
"002025","KOLON CORP(1P)","21050","250","1.20","20800","21100","20650","2149","44912350","22658009500","1076390"
"138490","KOLON ENP","6610","-30","-0.45","6630","6680","6590","27591","182782460","251180000000","38000000"
"120110","KOLON IND","35700","-300","-0.83","36050","36250","35650","132134","4738971675","982431548700","27519091"
"120115","KOLON IND(1P)","22750","-200","-0.87","23000","23000","22550","5573","126700550","62968815000","2767860"
"00781K","KOR CIRC(2PB)","6130","50","0.82","6080","6130","6070","398","2429580","4804074870","783699"
"417310","KORAMCO THE ONE REIT","5430","-110","-1.99","5540","5540","5330","309762","1673141110","219372000000","40400000"
"047810","KOREA AEROSPACE","90900","1500","1.68","89900","91000","88800","393065","35536528250","8860487226300","97475107"
"010100","KOREA MOVENEX","4190","-40","-0.95","4200","4280","4135","109689","460762806","127587259800","30450420"
"007280","KOREA STEEL","1462","-6","-0.41","1533","1533","1444","85835","127393995","88909060682","60813311"
"010130","KOREA ZINC","807000","12000","1.51","793000","807000","792000","18932","15201207000","16158781311000","20023273"
"034830","KOREIT","1226","-15","-1.21","1241","1247","1226","232835","286961273","309551795980","252489230"
"006650","KPIC","97400","-600","-0.61","98500","99000","96900","12811","1249216550","633100000000","6500000"
"025000","KPXCHEMICAL","50300","-600","-1.18","51000","51300","50000","4323","217541750","243452000000","4840000"
"092230","KPXHOLDINGS","67000","-800","-1.18","67800","68000","66900","2904","195314500","283051282000","4224646"
"000040","KR MOTORS","550","-11","-1.96","561","569","546","617488","341010305","33073077400","60132868"
"259960","KRAFTON","315500","500","0.16","315000","317500","309500","109805","34477041250","14952562803000","47393226"
"044450","KSS LINE","9540","-420","-4.22","9960","10020","9540","178691","1732358710","220239295200","23085880"
"030200","KT","55700","1600","2.96","54400","55700","54100","329639","18181540660","14037607854500","252021685"
"053210","KT Skylife","5210","10","0.19","5200","5260","5190","29376","153435650","247594595550","47522955"
"033780","KT&G","133700","-3900","-2.83","137000","138300","133700","608992","82348537350","16319755848900","122062497"
"145270","KTOPREITs","967","9","0.94","955","970","955","110892","107181296","46474768458","48060774"
"058850","KTcs","2800","5","0.18","2800","2830","2790","88580","248481200","119518000000","42685000"
"058860","KTis","2895","15","0.52","2890","2925","2880","105633","306984617","100751790000","34802000"
"001140","KUKBO","2110","0","0.00","0","0","0","0","0","33456978680","15856388"
"214330","KUMHO HT","608","-6","-0.98","614","620","607","292445","178724175","132515174112","217952589"
"002990","KUMHOE&C","3860","30","0.78","3880","3885","3785","125125","479610850","142807493600","36996760"
"002995","KUMHOE&C(1P)","11880","-220","-1.82","12100","12220","11880","909","10869850","3472120080","292266"
"073240","KUMHOTIRE","4760","20","0.42","4775","4985","4745","1501433","7299292142","1367358966120","287260287"
"014280","KUMKANG KIND","4680","100","2.18","4580","4685","4580","62887","291479655","137261390760","29329357"
"014285","KUMKANG KIND(1P)","7130","110","1.57","7040","7160","7000","34","240490","4205808750","589875"
"033270","KUP","20650","-100","-0.48","20750","21050","20650","31289","649385875","337293424300","16333822"
"017040","KWANG MYUNG ELEC","1161","-3","-0.26","1164","1167","1136","619793","713680037","50314971015","43337615"
"030610","KYOBOSECURITIES","8760","-30","-0.34","8800","8840","8700","39897","348614000","998315538360","113962961"
"339770","KYOCHON F&B","5070","90","1.81","5130","5140","5020","49113","247714740","253322955600","49965080"
"214390","KYONGBO","5140","140","2.80","5020","5290","4995","40482","208656680","122881260400","23906860"
"267290","KYUNGDONG CITY GAS","20300","200","1.00","20000","20350","20000","7143","144349250","119676741800","5895406"
"012320","KYUNGDONG INVEST","59800","-1100","-1.81","61200","61200","59300","14671","878997500","141428375400","2365023"
"009450","KYUNGDONGNAVIEN","81700","1700","2.13","80700","83000","78700","131282","10703402600","1190253966400","14568592"
"035720","Kakao","64400","900","1.42","63000","65200","63000","3339635","215307594300","28472837055600","442124799"
"323410","KakaoBank","26650","550","2.11","25950","26650","25850","1498900","39458956425","12711795146050","476990437"
"035250","Kangwonland","18170","-240","-1.30","18410","18470","18110","381450","6948732600","3887298885000","213940500"
"012200","KeyangElecMach","1499","-1","-0.07","1500","1509","1491","19809","29656218","40807020671","27222829"
"012205","KeyangElecMach(1P)","3435","-65","-1.86","3500","3500","3430","2591","8895300","4015786365","1169079"
"020120","KidariStudio","4085","-15","-0.37","4265","4440","4040","2278079","9650473523","151405484110","37063766"
"004540","KleanNara","2030","15","0.74","2010","2050","2000","96597","196583445","75598606790","37240693"
"004545","KleanNara(1P)","11960","-10","-0.08","11870","11960","11860","470","5578040","4379273600","366160"
"036460","Kogas","40250","0","0.00","40700","40800","40150","300271","12104544950","3715598250000","92313000"
"003070","KolonGlobal","9350","-120","-1.27","9380","9470","9270","7554","70573280","177020866550","18932713"
"003075","KolonGlobal(1P)","14880","-70","-0.47","15040","15040","14880","654","9749980","11022166560","740737"
"005430","KorApoSvc","59000","-800","-1.34","59400","61000","58900","5373","318946000","186814945000","3166355"
"000970","KorCastIronPipe","7220","80","1.12","7200","7450","7000","433893","3124756045","164619610000","22800500"
"007810","KorCirc","12240","-240","-1.92","12490","12530","12080","66262","810135990","289117992240","23620751"
"007815","KorCirc(1P)","6200","20","0.32","6080","6200","6000","208","1275670","18381078000","2964690"
"025540","KorElecTerm","63800","-100","-0.16","64000","64100","63500","8593","548127400","645337000000","10115000"
"002200","KorExptPkgInd","2925","5","0.17","2930","2935","2900","11765","34384725","117000000000","40000000"
"002140","KorInd","2815","5","0.18","2810","2840","2800","95783","269062480","70204481375","24939425"
"005880","KorLine","1760","-5","-0.28","1770","1790","1743","1210138","2127590539","568035318400","322747340"
"004090","KorPetro","14000","20","0.14","13980","14110","13970","32004","448272060","177717680000","12694120"
"003690","Korean Re","10970","-10","-0.09","10980","11110","10930","146165","1610729970","2137186710070","194821031"
"010040","Krc","2290","0","0.00","2290","2290","2265","9873","22518680","94043571980","41067062"
"007690","KukdoChem","38200","-100","-0.26","38000","38450","37450","20430","771881350","353763782400","9260832"
"014530","KukdongOil&Chem.","3410","-20","-0.58","3430","3450","3410","100990","345605108","118904722200","34869420"
"002720","Kukje Pharma","4795","0","0.00","4760","4850","4740","88692","423861194","101461394440","21159832"
"008870","Kumbi","57600","400","0.70","57600","57700","57000","146","8398000","57600000000","1000000"
"001210","KumhoElec","1097","-17","-1.53","1114","1123","1089","261742","287645594","67524734709","61553997"
"011780","KumhoPetrochem","108300","300","0.28","108700","109700","107800","116544","12620845250","2865573272100","26459587"
"011785","KumhoPetrochem(1P)","56200","-100","-0.18","56300","57200","56200","8574","485395800","169919913200","3023486"
"001570","Kumyang","9900","0","0.00","0","0","0","0","0","633275240400","63967196"
"009290","KwangdongPharm","6100","20","0.33","6080","6190","6040","49778","303573385","319767191100","52420851"
"013580","KyeryongConst","20650","450","2.23","20250","20850","20050","92952","1892122925","184423229550","8930907"
"000050","Kyungbang","7250","-30","-0.41","7260","7320","7160","22861","164966870","198760707500","27415270"
"009140","KyunginElec","20550","200","0.98","20600","20600","20300","1301","26510250","32279878350","1570797"
"012610","KyunginSynth","3420","35","1.03","3370","3495","3370","65762","226005050","142327968300","41616365"
"002100","Kyungnong","9840","-30","-0.30","9870","9930","9800","20691","204231250","192102138000","19522575"
"066970","L&F","90500","6000","7.10","85500","91300","85500","758436","67493111650","3286613747000","36316174"
"093050","LF","18640","420","2.31","18270","18910","17950","154634","2839750330","545033600000","29240000"
"064400","LG CNS","72200","3400","4.94","68900","73600","68600","1222826","87564036000","6995165445600","96885948"
"003550","LG Corp.","74700","100","0.13","74300","75100","74100","345846","25789278550","11746662025500","157251165"
"003555","LG Corp.(1P)","61200","400","0.66","61700","61700","61200","1729","106226650","184285378800","3011199"
"034220","LG Display","11880","-1410","-10.61","12980","12980","11860","14252617","173655901220","5940000000000","500000000"
"373220","LG Energy Solution","394000","4500","1.16","391000","399500","391000","316057","124769127000","92196000000000","234000000"
"051900","LG H&H","305500","9000","3.04","296500","305500","296000","91183","27453522000","4771359183500","15618197"
"051905","LG H&H(1P)","123300","1500","1.23","121800","123300","121800","3335","408969550","258892640100","2099697"
"037560","LG HelloVision","3110","0","0.00","3115","3130","3085","188867","585967597","240859750150","77446865"
"011070","LG Innotek","166900","-2500","-1.48","170000","170000","166300","138355","23162644050","3950040158300","23667107"
"032640","LG Uplus","14910","130","0.88","14780","14970","14760","709305","10578458735","6509875392510","436611361"
"051910","LGCHEM","282500","3000","1.07","280000","282500","277500","214283","60205561250","19942336897500","70592343"
"051915","LGCHEM(1P)","140300","600","0.43","139700","140900","138900","25459","3562106600","1078738640000","7688800"
"066570","LGELECTRONICS","77200","-1100","-1.40","78500","78500","77000","367302","28407560050","12633611240800","163647814"
"066575","LGELECTRONICS(1P)","38200","-150","-0.39","38350","38500","38100","16428","628305125","656504894400","17185992"
"079550","LIG Nex1","506000","4000","0.80","501000","511000","499500","112692","57121240500","11132000000000","22000000"
"004990","LOTTE","27300","50","0.18","27050","27350","26800","150164","4067672800","2864022170100","104909237"
"011170","LOTTE CHEMICAL Corp","60900","200","0.33","61300","61600","60800","104715","6392854000","2605023017100","42775419"
"020150","LOTTE ENERGY MATERIALS Corp","27150","-50","-0.18","27150","27700","26650","115804","3139913950","1421722320450","52365463"
"004000","LOTTE Fine Chem","41500","-500","-1.19","42050","42300","41500","47281","1970014350","1070700000000","25800000"
"071840","LOTTE Himart","8770","0","0.00","8840","8840","8650","23657","205879330","207039634240","23607712"
"286940","LOTTE INNOVATE","22100","0","0.00","22000","22250","21750","7919","173947175","334359010700","15129367"
"330590","LOTTE REIT","3880","-75","-1.90","3990","3990","3820","1629828","6310462509","1121199269920","288968884"
"023530","LOTTE SHOPPING","66900","200","0.30","67300","67400","66500","74461","4977925950","1892517709500","28288755"
"032350","LOTTE TOUR","16780","-90","-0.53","16900","16900","16300","449527","7465825440","1334672541520","79539484"
"280360","LOTTE WELLFOOD","116300","0","0.00","116800","116800","115450","7570","877940350","1082121956200","9304574"
"089860","LOTTE rental","29550","150","0.51","29500","29600","29250","12334","362907300","1072942415400","36309388"
"00499K","LOTTE(1P)","30300","-200","-0.66","30500","30500","30000","236","7109150","24409770900","805603"
"006260","LS","165500","-4500","-2.65","171000","171200","165500","135142","22565007900","5329100000000","32200000"
"010120","LS ELECTRIC","307000","-500","-0.16","307500","308000","300500","113864","34551949000","9210000000000","30000000"
"229640","LS Eco Energy","41950","-700","-1.64","42250","42500","41400","160169","6707400700","1284713674050","30624879"
"000680","LSNetworks","3945","-25","-0.63","4000","4040","3945","183463","732506872","310877898120","78803016"
"900140","LVMC Holdings","1862","-41","-2.15","1893","1902","1857","449567","841094184","359813684384","193240432"
"108670","LX HAUSYS","29800","-350","-1.16","30200","30350","29500","35203","1049412850","267236566000","8967670"
"108675","LX HAUSYS(1P)","17980","60","0.33","17920","17980","17920","783","14062660","18561293400","1032330"
"383800","LX HOLDINGS","7800","-160","-2.01","7970","8020","7800","186081","1462286645","594989382000","76280690"
"38380K","LX HOLDINGS(1P)","8880","-10","-0.11","8990","8990","8860","121","1074500","13011730800","1465285"
"001120","LX INT","29650","-50","-0.17","29650","29900","29550","117454","3485828000","1149234000000","38760000"
"108320","LX Semicon","56600","-500","-0.88","57400","57500","55900","23982","1354614200","920559380000","16264300"
"025820","LeekuInd","4935","-35","-0.70","4930","4995","4920","124878","618283079","165036270000","33442000"
"005300","LotteChilsung","123500","200","0.16","124000","125000","122900","23272","2877290500","1145942174000","9278884"
"005305","LotteChilsung(1P)","71900","-100","-0.14","72700","72700","71000","345","24611700","55744789000","775310"
"000400","LotteInsurance","1700","-9","-0.53","1701","1738","1700","212771","358329672","527571744000","310336320"
"027740","MANIKER","846","-1","-0.12","848","851","839","94781","80227461","53730498888","63511228"
"357250","MAPS REIT 1","2645","-15","-0.56","2660","2690","2630","22473","59409531","66112052725","24995105"
"094800","MAPSREALTY1","4690","50","1.08","4645","4700","4600","140718","655843935","435393012390","92834331"
"357430","MASTERN PREMIER REIT","1542","3","0.19","1540","1553","1526","26080","39970627","47039183394","30505307"
"134380","MCC","84300","-500","-0.59","84800","84800","84300","100","8463900","185398292400","2199268"
"097520","MCNEX","29650","150","0.51","29550","29800","29100","43132","1274021825","533039753800","17977732"
"118000","METACARE","308","-4","-1.28","313","313","308","289857","89742459","52907428112","171777364"
"090370","METALABS","1322","2","0.15","1349","1349","1316","12164","16138847","32923998858","24904689"
"023150","MHETHANOL","5300","-30","-0.56","5330","5350","5280","6985","37041950","39106187800","7378526"
"085620","MIRAE ASSET LIFE","7110","-110","-1.52","7070","7510","6980","207055","1485701225","1258585103790","177016189"
"006800","MIRAE ASSET SEC","18810","-60","-0.32","18960","19020","18700","1147781","21639356970","10727651634480","570316408"
"006805","MIRAE ASSET SEC(1P)","8820","30","0.34","8800","8900","8740","54444","481563730","124148115000","14075750"
"00680K","MIRAE ASSET SEC(2PB)","8400","0","0.00","8400","8460","8270","243475","2047081255","1155000000000","137500000"
"396690","MIRAEASSETGREIT","2755","10","0.36","2745","2760","2730","183197","502517015","109114364700","39605940"
"268280","MIWON SC","145800","800","0.55","145400","146400","143500","1297","187694550","729000000000","5000000"
"088980","MKIF","11690","90","0.78","11600","11730","11590","1277667","14921977145","5598598098170","478921993"
"484870","MNC Solution","162000","2400","1.50","159600","163800","158900","19935","3227080150","1482931800000","9153900"
"009200","MOORIM PAPER","2130","-10","-0.47","2130","2165","2125","59978","128166205","88627830300","41609310"
"009900","MS IND","9010","-20","-0.22","9090","9150","8930","154812","1395991575","472755898330","52470133"
"009680","MT","10150","-100","-0.98","10250","10360","10100","54974","560536600","284707500000","28050000"
"107590","MWH","70900","-800","-1.12","72100","72100","70900","186","13273300","164488000000","2320000"
"070960","MYP","4420","15","0.34","4340","4600","4300","508055","2248751410","212749331860","48133333"
"001080","ManhoRope&Wire","24400","800","3.39","24000","24750","24000","204","4988300","101260000000","4150000"
"138040","Meritz Financial","120800","7000","6.15","115600","124800","115500","768657","93136110250","21745748338400","180014473"
"003650","MichangOil","107500","-2500","-2.27","110200","112800","106800","1071","116141000","187014740000","1739672"
"025560","Mirae","10390","-170","-1.61","10570","10700","10390","38113","399345100","46574775060","4482654"
"007120","MiraeING","1003","-7","-0.69","1018","1018","1002","7499","7540626","28965243824","28878608"
"081660","Misto Holdings","36600","350","0.97","36700","37100","36450","103929","3820528450","2199507707400","60095839"
"002840","MiwonComcl","163500","0","0.00","163400","163500","162200","2722","444059250","776625000000","4750000"
"012330","Mobis","296500","-2500","-0.84","301000","304000","295500","125528","37421589000","27217245371000","91795094"
"012690","Monalisa","2585","-15","-0.58","2600","2605","2575","39607","102310235","94536694175","36571255"
"005360","Monami","2055","-5","-0.24","2070","2075","2035","18090","37195755","38833965885","18897307"
"008420","MoonbaeStl","2325","-5","-0.21","2345","2345","2305","14785","34251065","47670649125","20503505"
"009580","Moorim P&P","2735","0","0.00","2735","2765","2730","40613","111254030","170577366140","62368324"
"033920","Muhak","8030","180","2.29","7770","8040","7740","101500","802093210","228855000000","28500000"
"017180","Myungmoon Pharm","1650","39","2.42","1609","1931","1599","2170836","3877345042","56023199100","33953454"
"035420","NAVER","224500","-500","-0.22","228500","233500","224000","1165222","264447604250","35569108296000","158437008"
"036570","NCsoft","210000","-4500","-2.10","214500","215500","208500","124969","26309417750","4524244620000","21544022"
"005720","NEXEN","5760","-140","-2.37","5920","5935","5730","27713","160638745","308413307520","53543977"
"005725","NEXEN(1P)","4220","-45","-1.06","4260","4260","4220","1909","8068375","15194532000","3600600"
"002350","NEXENTIRE","5750","-80","-1.37","5840","5880","5730","65906","381722270","561590292750","97667877"
"002355","NEXENTIRE(1PB)","3345","50","1.52","3300","3345","3265","43242","142708495","21742500000","6500000"
"092790","NEXTEEL","15200","200","1.33","15100","15310","15070","375869","5709122570","395230400000","26002000"
"338100","NH Prime REIT","4665","-5","-0.11","4670","4685","4630","44400","206783993","87048900000","18660000"
"400760","NHALLONEREIT","3190","5","0.16","3175","3190","3145","241768","764823428","139619562720","43767888"
"005940","NHIS","19340","-160","-0.82","19560","19640","19340","588779","11416093390","6267829138700","324086305"
"005945","NHIS(1P)","17010","10","0.06","17000","17100","16970","35521","604447940","320995165680","18870968"
"181710","NHN","27550","-100","-0.36","27700","28200","27450","52727","1461471500","930256688650","33766123"
"008260","NI STEEL","3620","25","0.70","3625","3630","3595","19595","70809080","103532423540","28600117"
"034310","NICE","13080","-60","-0.46","13110","13140","12880","34844","452677145","485640021360","37128442"
"030190","NICE INFO","15690","140","0.90","15770","16060","15690","73893","1177201980","933658444170","59506593"
"085310","NK","1064","12","1.14","1055","1090","1018","2558440","2693381448","83928662608","78880322"
"090350","NOROOPAINT","8800","-50","-0.56","8860","8890","8760","29028","255761415","176000000000","20000000"
"090355","NOROOPAINT(1P)","13340","20","0.15","13300","13340","13260","746","9906990","6178100840","463126"
"004250","NPC","4305","-40","-0.92","4385","4385","4300","16653","71969990","158079600000","36720000"
"004255","NPC(1P)","2490","10","0.40","2480","2495","2460","3483","8646900","13147200000","5280000"
"025860","NamhaeChem","7510","-20","-0.27","7500","7580","7490","54986","413233155","373088110930","49678843"
"001260","NamkwangEng&Const","9680","60","0.62","9760","9920","9490","47046","455816130","95179296960","9832572"
"008350","NamsunAlum","1206","-1","-0.08","1207","1216","1200","310354","374634843","155669382540","129079090"
"008355","NamsunAlum(1P)","13000","70","0.54","13100","13100","12910","156","2027130","4002570000","307890"
"004270","Namsung","1038","-8","-0.76","1054","1054","1031","43920","45803423","37588222080","36212160"
"003920","NamyangDairy","60300","-500","-0.82","60800","61100","60000","3256","196768100","361800000000","6000000"
"003925","NamyangDairy(1P)","36950","200","0.54","36800","38000","36600","5098","190198250","73900000000","2000000"
"251270","Netmarble","58900","1900","3.33","57000","59300","56900","450492","26384778500","5062661267800","85953502"
"004370","Nongshim","381000","5000","1.33","376500","381000","376000","16577","6282511000","2317486602000","6082642"
"072710","NongshimHoldings","81000","-1100","-1.34","82100","82700","80500","6012","486918000","375660990000","4637790"
"000320","NorooHoldings","26350","400","1.54","25950","26900","25950","22239","584359650","350221828850","13291151"
"000325","NorooHoldings(1P)","31700","-200","-0.63","31900","32200","31550","206","6540450","7720820300","243559"
"002630","OBI","659","8","1.23","652","663","649","948991","622287428","78146200295","118583005"
"456040","OCI","58800","-800","-1.34","59800","59800","58600","44579","2631828750","526406706000","8952495"
"010060","OCI Holdings","98400","-2800","-2.77","101300","102300","98400","111784","11142456850","1851387832800","18814917"
"005320","ONTIDE","629","3","0.48","626","640","605","445008","274799433","43008309010","68375690"
"271560","ORION","109500","1000","0.92","109200","110100","108100","201332","21941219350","4329206454000","39536132"
"001800","ORION Holdings","20050","-350","-1.72","20350","20500","20000","110343","2215583375","1256040711100","62645422"
"007310","OTOKI","390500","-1500","-0.38","392000","393500","390000","5421","2119614500","1565057615000","4007830"
"006090","OYANG","9760","-80","-0.81","9840","10090","9760","5478","54285950","91965932640","9422739"
"034230","PARADISE","20500","-900","-4.21","21250","21450","20500","828591","17221281725","1874956814000","91461308"
"090080","PHC","1041","1","0.10","1031","1053","1031","158767","165579760","57153251619","54902259"
"010770","PHHC","4625","50","1.09","4535","4690","4535","140927","649703574","67642780250","14625466"
"178920","PIAM","17350","-230","-1.31","17530","17710","17180","191687","3334734345","509505686700","29366322"
"001340","PKC","6270","-90","-1.42","6480","6500","6210","107201","677515390","281638411890","44918407"
"103140","POONGSAN","122600","1500","1.24","121700","125600","121100","296409","36608846450","3435776482800","28024278"
"005810","POONGSAN HOLDINGS","40400","-50","-0.12","40850","40850","40000","22159","892810900","582458596800","14417292"
"022100","POSCO DX","25600","1050","4.28","24600","25600","24550","552347","13941863075","3892089062400","152034729"
"003670","POSCO FUTURE M","163200","4300","2.71","160100","164900","159900","664511","108209748600","14516023104000","88946220"
"005490","POSCO Holdings","307500","-1500","-0.49","309500","310500","304500","217001","66636746500","24886882740000","80932952"
"047050","POSCO INTERNATIONAL","49200","-300","-0.61","49300","50000","49150","520525","25695377275","8655401169600","175922788"
"058430","POSCO STEELEON","39400","-200","-0.51","39850","39850","39250","6490","256434850","236400000000","6000000"
"950210","PRESTIGE BIOPHARMA","15720","1450","10.16","14270","15900","14240","409129","6250949235","944711556600","60096155"
"028670","PanOcean","4100","-15","-0.36","4120","4135","3995","1268743","5158523379","2191734999200","534569512"
"003610","Pangrim","4430","110","2.55","4280","4530","4280","192326","855597755","178095559940","40202158"
"001020","PaperCorea","748","4","0.54","743","772","734","43992","33114086","133131518124","177983313"
"004720","PharmGen Science","4570","-45","-0.98","4625","4640","4510","156537","716688879","85294580540","18664022"
"005690","Pharmicell","11670","-150","-1.27","11840","11910","11520","651955","7628025115","700397969880","60016964"
"009810","Playgram","347","9","2.66","339","354","337","285190","98717170","52704962500","151887500"
"017810","Pulmuone Corporate","15440","-160","-1.03","15650","15660","15300","237694","3675175050","588581168480","38120542"
"005030","PusanCstIron","486","0","0.00","0","0","0","0","0","38288532168","78782988"
"102460","REYON","11200","-30","-0.27","11350","11350","11130","8128","91097155","208172283200","18586811"
"000760","RIFA","12380","110","0.90","12320","12500","12320","1348","16816060","34664000000","2800000"
"012750","S-1","75700","1000","1.34","74700","75700","72600","38313","2883330550","2876537774600","37999178"
"010950","S-Oil","61200","-300","-0.49","61500","62600","61000","207034","12718187050","6890066870400","112582792"
"010955","S-Oil(1P)","40100","-200","-0.50","40700","40700","40100","1926","77469875","161279272700","4021927"
"075180","SAC","3295","-50","-1.49","3345","3370","3215","25667","83626085","63264000000","19200000"
"058650","SAH","133300","-2100","-1.55","135400","136400","133100","1503","201730250","533200000000","4000000"
"008040","SAJODONGAONE","1102","-6","-0.54","1108","1113","1100","102963","113594760","155541349200","141144600"
"014710","SAJOSEAFOOD","8440","170","2.06","8270","8480","8200","41285","344622560","145324502920","17218543"
"004380","SAMICKTHK","9960","0","0.00","0","0","0","0","0","209160000000","21000000"
"004440","SAMIL C&S","4795","-45","-0.93","4845","4845","4775","7737","37040940","61049685865","12731947"
"009770","SAMJUNGPULP","28150","-200","-0.71","28350","28600","28000","1523","42980850","70374183650","2499971"
"207940","SAMSUNG BIOLOGICS","1033000","-7000","-0.67","1050000","1050000","1031000","42456","43946698000","73522742000000","71174000"
"028260","SAMSUNG C&T","163900","2500","1.55","161800","167100","161300","362917","59571993500","27859155561600","169976544"
"02826K","SAMSUNG C&T(1PB)","115500","500","0.43","116000","117600","114500","2127","245618300","169506645000","1467590"
"029780","SAMSUNG CARD","50600","500","1.00","50700","51000","50200","41017","2074086000","5862459884600","115858891"
"032830","SAMSUNG LIFE","128500","3200","2.55","126700","129400","126500","294690","37848138311","25700000000000","200000000"
"001360","SAMSUNG PHARM","1635","6","0.37","1629","1650","1610","142401","231905762","153954999165","94162079"
"068290","SAMSUNG PUBLISHING","17180","60","0.35","17060","18390","17060","114502","2007560205","171800000000","10000000"
"006400","SAMSUNG SDI CO.,LTD.","224000","2500","1.13","223500","229000","223000","448035","100772151500","18051158720000","80585530"
"006405","SAMSUNG SDI(1P)","142100","100","0.07","142300","145200","141300","6449","920341700","229903021600","1617896"
"018260","SAMSUNG SDS","151400","-600","-0.39","151600","154100","151200","221685","33662582400","11714998920000","77377800"
"023000","SAMWONSTEEL","2540","0","0.00","2550","2560","2530","5072","12852648","101600000000","40000000"
"272550","SAMYANG PACKAGING","13800","0","0.00","13800","13810","13640","9534","130645760","211567399800","15330971"
"000070","SAMYANGHOLDINGS","82500","-1000","-1.20","83300","83800","82400","14685","1218919600","719188387500","8717435"
"000075","SAMYANGHOLDINGS(1P)","83500","0","0.00","0","0","0","0","0","12599649000","150894"
"003720","SAMYOUNG","4850","390","8.74","4480","5000","4465","3315737","16098017404","164900000000","34000000"
"001290","SANGSANGININV&SEC","666","-7","-1.04","673","681","665","119710","80173251","72152521920","108337120"
"041650","SANGSIN","2945","10","0.34","2940","2950","2920","44761","131604360","63233420250","21471450"
"062040","SANIL ELECTRIC","114000","-900","-0.78","115300","115700","113000","177634","20226694250","3470752800000","30445200"
"067830","SAVEZONEI&C","2620","-20","-0.76","2650","2695","2605","21753","57400230","107527144900","41040895"
"001430","SBHC","27950","-450","-1.58","28350","28600","27600","121478","3383500300","1002346226050","35862119"
"034120","SBS","21750","1000","4.82","20950","22150","20750","85120","1840031650","403489426500","18551238"
"003080","SBSUNGBO","2765","5","0.18","2770","2775","2750","23469","64664700","55355300000","20020000"
"102280","SBW","2690","0","0.00","0","0","0","0","0","70637274900","26259210"
"023960","SC ENGINEERING","1270","-17","-1.32","1287","1289","1260","86089","109178039","48305688250","38035975"
"000180","SCEHoldings","1640","-4","-0.24","1644","1644","1625","21209","34630451","114392624000","69751600"
"137310","SD Biosensor","9990","-160","-1.58","10150","10280","9990","152943","1537477480","1216273528980","121749102"
"010960","SDC","3360","-10","-0.30","3360","3375","3275","296330","982382160","84000000000","25000000"
"004360","SEBANG","13400","-50","-0.37","13450","13480","13340","24457","327725760","258736446000","19308690"
"004365","SEBANG(1P)","9050","-20","-0.22","9130","9130","9000","3817","34527290","33387712500","3689250"
"075580","SEJIN HEAVY","13390","50","0.37","13290","13520","13050","400904","5319407605","761214215840","56849456"
"007540","SEMPIO","46850","-50","-0.11","46900","47050","46300","3626","169103375","134731230000","2875800"
"248170","SEMPIO FOODS","26600","450","1.72","26150","27250","26100","17830","475655000","121516407600","4568286"
"011300","SEONG AN Materials","420","-2","-0.47","424","429","419","357908","151620764","65359423500","155617675"
"007860","SEOYON","9170","-160","-1.71","9260","9340","9120","44787","413052815","215310169480","23479844"
"200880","SEOYONEHWA","12140","-20","-0.16","12170","12350","12100","51848","632102315","328125225180","27028437"
"091090","SEWON E&C","1270","0","0.00","0","0","0","0","0","66998498210","52754723"
"031440","SF","36800","-450","-1.21","36850","37450","36750","8085","299109700","142507264000","3872480"
"001380","SG GLOBAL","1638","-18","-1.09","1648","1676","1626","213217","351322487","73651266234","44964143"
"004490","SGBC","64300","-1600","-2.43","65600","66200","64300","47274","3076431550","900200000000","14000000"
"005090","SGC Energy","24100","100","0.42","23950","24250","23800","14947","358492975","347264925300","14409333"
"004060","SGCORPORATION","323","3","0.94","319","326","319","343051","110638739","65383262080","202424960"
"031210","SGIC","42700","1250","3.02","41600","43700","41400","109515","4680920325","2981382234600","69821598"
"002360","SH ENERCHEM","454","-1","-0.22","455","457","451","119342","54190140","50454713420","111133730"
"001770","SHD","17280","-30","-0.17","17310","17480","17260","1054","18236700","20993091840","1214878"
"462870","SHIFT UP","40250","-50","-0.12","40300","41150","40250","122856","4974009300","2365964230000","58781720"
"002700","SHINIL ELECTRONICS","1367","-8","-0.58","1365","1382","1363","391738","536037640","97121961207","71047521"
"002870","SHINPOONG","1064","1","0.09","1063","1077","1050","62627","66441910","37196056800","34958700"
"035510","SHINSEGAE I&C","15940","-30","-0.19","15920","16250","15860","54030","864993225","222855546000","13980900"
"031430","SHINSEGAE INTERNATIONAL","10650","-10","-0.09","10700","10720","10580","54260","576526615","376402950000","35343000"
"011930","SHINSUNG E&G","1610","-21","-1.29","1635","1656","1607","3252332","5270482741","331415523110","205848151"
"404990","SHSBREIT","3595","-15","-0.42","3580","3600","3545","126610","451742860","204934262010","57005358"
"009160","SIMPAC","4840","0","0.00","4885","4925","4820","345612","1683919330","316678857440","65429516"
"029530","SINDOH","45000","-2200","-4.66","46550","46750","44900","34310","1562863550","453601305000","10080029"
"006880","SINGSONGHOLDINGS","7500","0","0.00","7550","7570","7440","61575","461683025","88716435000","11828858"
"003960","SJDR","42050","250","0.60","41400","42100","41400","12064","503633650","385365837350","9164467"
"033530","SJG SEJONG","4885","245","5.28","4640","5320","4610","2143335","10621708001","135905394485","27820961"
