Issue code,Issue name,Company category,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"027830","Daesung PE","Venture business","1808","12","0.67","1810","1829","1799","169617","307762672","97632000000","54000000"
"005710","Daewonsanup","Blue chip company","11000","-470","-4.10","11640","11640","10930","37411","418656220","220413600000","20037600"
"023910","DaihanPharm","Blue chip company","30300","-150","-0.49","30450","30750","30050","16692","496615975","181800000000","6000000"
"457630","DaishinBalanceNo.16 SPAC","SPAC(none market division)","2150","0","0.00","0","0","0","0","0","15716500000","7310000"
"471050","DaishinBalanceNo.17 SPAC","SPAC(none market division)","2155","-10","-0.46","2170","2170","2155","2710","5840265","13059300000","6060000"
"478780","DaishinBalanceNo.18 SPAC","SPAC(none market division)","2185","0","0.00","0","0","0","0","0","17283350000","7910000"
"482690","DaishinBalanceNo.19 SPAC","SPAC(none market division)","2110","0","0.00","2105","2110","2100","4626","9722315","11847650000","5615000"
"154040","Dasan Solueta","Enterprise of middle standing","1288","32","2.55","1259","1292","1243","48744","61965700","23119721072","17950094"
"340360","Davolink","Enterprise of middle standing","1728","46","2.73","1682","1751","1612","521469","872909838","75948898752","43951909"
"373160","Day1 Company","New growth company","6110","-90","-1.45","6050","6350","6050","30848","189566625","84095168300","13763530"
"223310","DeepMind","Enterprise of middle standing","3620","10","0.28","3570","3720","3570","121858","441919350","87413656780","24147419"
"194480","Devsisters","Venture business","43600","-1400","-3.11","44950","45700","43200","94097","4157077825","532057340000","12203150"
"206560","Dexter studios","New growth company","5850","160","2.81","6050","6220","5790","301841","1803239070","148658655600","25411736"
"113810","Dgenx","Enterprise of middle standing","945","-34","-3.47","979","987","934","195036","186721793","30833508195","32628051"
"197140","DigiCAP","Venture business","2150","5","0.23","2195","2230","2145","27276","59417582","27978281100","13013154"
"068930","Digital DS","Blue chip company","8190","-40","-0.49","8250","8260","8080","43612","357558440","226661050980","27675342"
"240550","DongBang Medical","Venture business","11130","-270","-2.37","11250","11370","11060","114130","1275708140","231225082200","20774940"
"006620","DongKoo Bio & Pharma","Blue chip company","5080","10","0.20","5040","5110","5040","18596","94366570","144602159360","28464992"
"303810","DongKook Life Science","Enterprise of middle standing","4505","90","2.04","4420","4585","4420","251297","1135018246","72044275350","15992070"
"086450","DongKook Pharm","Blue chip company","17720","120","0.68","17770","18030","17600","152210","2714277105","795339784200","44883735"
"023790","Dongil Steelux","Enterprise of middle standing","1160","-148","-11.31","1307","1308","1135","1565279","1866712637","24566374440","21177909"
"032960","DongilTech","Enterprise of middle standing","11280","50","0.45","11230","11280","11170","1422","15948570","46457751600","4118595"
"100130","Dongkuk S&C","Enterprise of middle standing","2740","25","0.92","2715","2755","2680","111157","302348969","156571820000","57143000"
"025950","DongshinE&C","Blue chip company","18950","60","0.32","18830","19270","18510","27031","508709285","159180000000","8400000"
"013120","Dongwon","Blue chip company","3170","110","3.59","3135","3185","3065","109114","343861473","287861677000","90808100"
"030350","Dragonfly","Issues for administration(none market division)","973","0","0.00","0","0","0","0","0","13503093562","13877794"
"203650","Dream Security","Enterprise of middle standing","3375","-10","-0.30","3385","3410","3360","143278","485108631","170794419750","50605754"
"223250","DreamCIS","Enterprise of middle standing","3390","-185","-5.17","3590","3590","3330","352181","1197898112","80679708360","23799324"
"060570","Dreamus","Enterprise of middle standing","2045","-45","-2.15","2090","2140","2040","140132","291200610","151537716785","74101573"
"187220","Dt&C","Enterprise of middle standing","2750","-25","-0.90","2775","2780","2730","19023","52197900","32169557750","11698021"
"317330","Duksan Techopia","Enterprise of middle standing","19200","-440","-2.24","19400","19520","18830","303359","5796532720","393150412800","20476584"
"090410","Dukshinepc","Blue chip company","1515","-3","-0.20","1516","1524","1505","106939","161949360","69817403925","46084095"
"096040","E-TRON","More significant investment(none market division)","271","0","0.00","0","0","0","0","0","245561580945","906131295"
"024810","E.T.I","Issues for administration(none market division)","899","0","0.00","0","0","0","0","0","196834827360","218948640"
"418620","E8","New growth company","3870","-25","-0.64","3850","3980","3845","33003","128555150","49731345990","12850477"
"039020","EAGON HOLDINGS","Enterprise of middle standing","4780","-20","-0.42","4790","4825","4745","36520","174188330","107954909020","22584709"
"353810","EASYBIO","Blue chip company","5500","-30","-0.54","5530","5560","5430","147291","808060990","181950560000","33081920"
"230360","ECHO","Blue chip company","14300","-180","-1.24","14410","15270","14000","937858","13734858265","449992814700","31468029"
"128540","ECOCAB","Blue chip company","1920","-11","-0.57","1941","1959","1910","263647","508453220","51245683200","26690460"
"448280","ECOEYE","Enterprise of middle standing","13760","-410","-2.89","14070","14260","13750","68802","957578925","407724335040","29631129"
"038110","ECOPLASTIC","Blue chip company","3655","-10","-0.27","3665","3690","3620","285289","1039987782","150474047350","41169370"
"086520","ECOPRO","Enterprise of middle standing","58600","1400","2.45","57700","59000","57200","924021","53752730900","7956482507200","135776152"
"383310","ECOPRO HN","Blue chip company","27600","350","1.28","27650","28000","27250","47371","1307266900","578908123200","20974932"
"247540","ECOPROBM","Blue chip company","138800","2300","1.68","137400","141000","136000","759639","105034691500","13574826547200","97801344"
"067010","ECS","Venture business","2715","-10","-0.37","2725","2735","2705","20604","56032280","33378210000","12294000"
"245620","EDGC","Issues for administration(none market division)","415","0","0.00","0","0","0","0","0","57474989665","138493951"
"037370","EG","Venture business","5950","-100","-1.65","6020","6040","5900","8124","48335935","51318583400","8624972"
"377330","EGT","New growth company","4485","-80","-1.75","4565","4635","4485","11789","53343618","36507693690","8139954"
"041520","ELC","Enterprise of middle standing","8130","350","4.50","8060","8230","7810","18297","147605250","99094374900","12188730"
"037950","ELCOMTEC","Enterprise of middle standing","850","0","0.00","850","875","850","577874","496534703","71780391150","84447519"
"063760","ELP","Venture business","2105","-5","-0.24","2110","2175","2070","19695","41466795","19629398650","9325130"
"065440","ELUON","Venture business","1672","0","0.00","1672","1680","1657","69695","116245427","45603833440","27275020"
"091120","EM-Tech","Enterprise of middle standing","10250","40","0.39","10110","10350","10100","34975","355939530","175612594000","17132936"
"095190","EMKOREA","Enterprise of middle standing","2025","0","0.00","2025","2055","2010","90473","183919470","132152435550","65260462"
"123570","EMNET","Enterprise of middle standing","2395","10","0.42","2400","2430","2355","64538","154392170","53351206810","22276078"
"058970","EMRO","New growth company","45000","-1250","-2.70","46500","46700","44050","102577","4628411475","555616710000","12347038"
"083470","EMnI","Venture business","899","-35","-3.75","930","933","885","570285","513565095","19184955771","21340329"
"352940","ENBIO","Venture business","2370","-15","-0.63","2385","2405","2335","13567","31987760","25756520100","10867730"
"456070","ENCell","New growth company","11350","110","0.98","11220","11430","11200","28693","324228470","123735486750","10901805"
"019990","ENERTORK","Enterprise of middle standing","7890","40","0.51","7850","8030","7770","168319","1328851125","76975534320","9756088"
"102710","ENF","Blue chip company","41000","-2400","-5.53","42850","43550","40100","159423","6716475775","585801276000","14287836"
"419080","ENJET","New growth company","6280","-10","-0.16","6290","6400","6140","65805","408859690","66448535560","10580977"
"317870","ENVIONEER","New growth company","14390","-60","-0.42","14450","14740","14210","12343","178067250","122771882500","8531750"
"183490","ENZYCHEM LSC","New growth company","1015","-3","-0.29","1019","1026","1012","56204","57278262","86341545430","85065562"
"039030","EO Technics","Blue chip company","235000","-4000","-1.67","235000","238500","227000","190664","44261489000","2895094250000","12319550"
"294090","EOFlow","Issues for administration(none market division)","1490","0","0.00","0","0","0","0","0","52267866450","35079105"
"435570","ERCOHS","Venture business","14370","-480","-3.23","14740","14830","14370","27254","394471955","109456045710","7616983"
"050120","ES CUBE","Enterprise of middle standing","2610","-265","-9.22","2920","2920","2575","376308","1014542628","35402264460","13564086"
"239340","ESTaid","Enterprise of middle standing","2310","-40","-1.70","2440","2490","2310","226073","536377824","62322954540","26979634"
"069510","ESTec","Blue chip company","15980","-350","-2.14","16330","16570","15980","13923","225989225","174341800000","10910000"
"047560","ESTsoft","Enterprise of middle standing","20850","50","0.24","20850","21050","20600","42176","876017325","243427753200","11675192"
"023410","EUGENE","Blue chip company","3405","-25","-0.73","3430","3450","3390","165779","564164299","263243488515","77310863"
"131400","EV.A.M.","Venture business","2365","-40","-1.66","2415","2465","2330","3310523","7917035001","140930070930","59589882"
"088290","EWON COMFORT","Enterprise of middle standing","1144","50","4.57","1099","1286","1087","1207793","1433668863","45623136416","39880364"
"054940","EXA E&C","Enterprise of middle standing","723","0","0.00","721","726","716","10618","7643945","23984475204","33173548"
"092870","EXICON","Blue chip company","10330","-210","-1.99","10510","10700","10290","39866","415526290","134814733010","13050797"
"031310","EYESVISION","Enterprise of middle standing","1592","-22","-1.36","1638","1638","1580","72175","115221744","41957228456","26355043"
"044960","Eagle Vet. Tech","Enterprise of middle standing","4330","40","0.93","4290","4335","4280","20789","89552025","54739353390","12641883"
"900110","East Asia Holdings","Foreign company(none market division)","84","1","1.20","82","85","82","8345940","695682575","53982649392","642650588"
"035810","EasyHoldings","Blue chip company","3815","120","3.25","3695","3815","3685","96694","362705906","246129245775","64516185"
"478110","Ebest No 6 SPAC","SPAC(none market division)","2005","0","0.00","2005","2005","1992","1349","2687547","10065100000","5020000"
"097780","Eco Volt","Enterprise of middle standing","928","-11","-1.17","970","970","927","46042","42924222","62853753664","67730338"
"101360","Eco&Dream","Venture business","23900","300","1.27","23800","24300","23400","107856","2573877200","425088124600","17786114"
"038870","EcoBio Holdings","Enterprise of middle standing","3950","45","1.15","3900","4090","3900","112884","447503655","55359048550","14014949"
"159910","EcoGlow","Enterprise of middle standing","824","0","0.00","824","850","821","42864","35327350","32868006992","39888358"
"105550","Edge Foundry","Enterprise of middle standing","2440","75","3.17","2365","2450","2330","344460","829472633","191069204440","78307051"
"001840","Eehwa","More significant investment(none market division)","1616","0","0.00","0","0","0","0","0","36010355776","22283636"
"264850","Elensys","Enterprise of middle standing","4560","-60","-1.30","4580","4640","4550","37013","169469665","138143430720","30294612"
"054210","Elentec","Blue chip company","8290","-110","-1.31","8400","8410","8140","94688","779984240","209664130900","25291210"
"169330","Embrain","Enterprise of middle standing","2120","15","0.71","2105","2130","2100","5688","11972800","38768266160","18286918"
"208860","EnGIS Technologies","Enterprise of middle standing","1688","-21","-1.23","1715","1750","1688","85012","145514269","57307554424","33949973"
"348370","Enchem","Enterprise of middle standing","86500","3500","4.22","84200","87500","83600","367022","31397899400","1879214143500","21725019"
"950140","Englewood Lab","Foreign company(none market division)","12970","260","2.05","12870","13280","12700","221799","2879514405","257686222020","19867866"
"043340","Essen Tech","Enterprise of middle standing","507","-4","-0.78","509","509","503","39549","20027993","48165000000","95000000"
"206650","EuBio","New growth company","12710","20","0.16","12740","13240","12660","293927","3804216830","465494039560","36624236"
"468760","Eugene SPAC X","SPAC(none market division)","2100","-20","-0.94","2135","2135","2070","53892","113136695","8904000000","4240000"
"488060","Eugene SPAC XI","SPAC(none market division)","2035","5","0.25","2020","2035","2020","1215","2454545","9605200000","4720000"
"084370","Eugenetech","Blue chip company","50800","1000","2.01","49350","51100","49300","218069","11039117050","1164134933600","22916042"
"263050","Eutilex","New growth company","1677","-31","-1.81","1708","1736","1671","103558","174914932","61772053512","36834856"
"270660","Everybot","Venture business","16620","60","0.36","16690","16960","16500","23905","397216010","204296397240","12292202"
"069920","Exion Group","Enterprise of middle standing","1755","37","2.15","1720","1770","1703","66595","115885724","71609549310","40803162"
"185490","Eyegene","Venture business","3115","-5","-0.16","3095","3155","3060","36940","114516903","84197777160","27029784"
"440110","FADU","New growth company","12240","0","0.00","12300","12470","12100","112937","1384056380","605166811920","49441733"
"150900","FASOO","Venture business","4585","50","1.10","4555","4640","4530","8864","40573405","53634972370","11697922"
"368770","FIBERPRO","Venture business","5910","-100","-1.66","6030","6050","5890","41262","245028225","194168469750","32854225"
"049120","FINE DNC","Venture business","905","5","0.56","913","915","898","9508","8590489","47972528695","53008319"
"036810","FINE SEMITECH","Blue chip company","22300","150","0.68","22400","22400","21750","72797","1611709025","489626560400","21956348"
"038950","FINEDIGITAL","Enterprise of middle standing","3620","0","0.00","3700","3700","3505","1772","6312870","36962969300","10210765"
"106240","FINETECHNIX","Blue chip company","1048","-5","-0.47","1053","1075","1048","120291","127064813","17815308320","16999340"
"131760","FINETEK","Venture business","887","70","8.57","816","902","816","2716076","2362726832","38523814121","43431583"
"163730","FINGER","Venture business","13050","-180","-1.36","13230","13420","13020","108528","1422169920","122755712400","9406568"
"033790","FINO","Enterprise of middle standing","4705","105","2.28","4600","4725","4550","373214","1737691908","320115595305","68037321"
"300080","FLITTO","New growth company","12090","50","0.42","12060","12290","12000","163840","1985038665","199550902590","16505451"
"173940","FNC Ent.","Enterprise of middle standing","3740","45","1.22","3695","3750","3675","15982","59779030","57569101920","15392808"
"083500","FNS TECH","Blue chip company","13510","-410","-2.95","13920","13990","13430","42989","582062505","115858004220","8575722"
"331380","FOCUS AI","More significant investment(none market division)","2385","70","3.02","2300","2450","2220","101968","237497385","54200203020","22725452"
"290720","FOODNAMOO","Issues for administration(none market division)","2175","0","0.00","2240","2240","2115","7180","15551450","53352589050","24529926"
"005670","FOODWELL","Blue chip company","5700","-200","-3.39","5900","6010","5670","164877","996227610","57000000000","10000000"
"189690","FORCS","Venture business","2205","-10","-0.45","2215","2230","2200","44280","97852670","60244941645","27321969"
"119500","FORMETAL","Enterprise of middle standing","3060","0","0.00","3060","3085","3040","27368","83853060","36252529920","11847232"
"073540","FRTEK","Venture business","2080","15","0.73","2065","2085","1991","54909","111316378","23712000000","11400000"
"214270","FSN","Enterprise of middle standing","2845","-155","-5.17","3075","3090","2835","2925025","8586408660","120694686800","42423440"
"032800","Fantagio","Enterprise of middle standing","542","2","0.37","540","544","538","83754","45267386","24908725436","45957058"
"027710","FarmStory","Enterprise of middle standing","1205","10","0.84","1195","1209","1195","88517","106569182","134257003000","111416600"
"225590","Fashion Platform","Blue chip company","946","-18","-1.87","964","964","946","36757","34897185","25198330498","26636713"
"032580","Fidelix","Enterprise of middle standing","1136","-23","-1.98","1152","1165","1133","79326","90740220","37638024704","33132064"
"387570","Fine Co., Ltd.","New growth company","7920","-120","-1.49","8110","8110","7820","54914","436720215","44557128000","5625900"
"441270","Fine M-Tec","Enterprise of middle standing","9650","-520","-5.11","10170","10190","9530","1573245","15381673825","358458928950","37146003"
"127980","Finecircuit","Enterprise of middle standing","5950","-20","-0.34","5970","6000","5900","2269","13474790","70452069800","11840684"
"417180","Finger Story","Enterprise of middle standing","2535","65","2.63","2650","2860","2520","10897637","29262105020","44485759305","17548623"
"041590","Flask","Issues for administration(none market division)","2370","0","0.00","0","0","0","0","0","116064014460","48972158"
"064850","FnGuide","Venture business","8400","80","0.96","8320","8530","8210","51410","433273330","95846788800","11410332"
"053160","Freems","Enterprise of middle standing","8880","10","0.11","8800","8890","8730","17515","154269065","53280000000","6000000"
"377220","From Bio","New growth company","1860","-20","-1.06","1899","1899","1856","111040","207387476","52656600000","28310000"
"370090","Furonteer","New growth company","14030","-240","-1.68","14210","14300","13880","40815","573341085","120052324900","8556830"
"151910","FutureCore","Issues for administration(none market division)","640","0","0.00","0","0","0","0","0","121645902080","190071722"
"220100","Futurechem","New growth company","18930","90","0.48","19090","19380","18770","106702","2033337670","418393794150","22102155"
"382480","G.I.Tech","Venture business","2175","10","0.46","2150","2185","2140","114177","247058272","85601779500","39357140"
"053270","G.Y.TECH","Blue chip company","2360","-5","-0.21","2365","2385","2330","69547","163789430","64688555800","27410405"
"456160","G2GBIO","New growth company","93800","35800","61.72","86500","98200","82700","6682113","614091877050","503302097200","5365694"
"388050","G2Power","Venture business","9080","70","0.78","9000","9160","8940","99042","895957290","169881687960","18709437"
"079940","GABIA","Blue chip company","22750","-100","-0.44","23000","23100","22450","20612","468646850","307936811000","13535684"
"051160","GAEASOFT","Enterprise of middle standing","9470","50","0.53","9420","9500","9360","43209","406442635","146542852100","15474430"
"036620","GAMSUNG Corp.","Blue chip company","6090","410","7.22","5650","6350","5510","1955631","11832914580","551167965390","90503771"
"399720","GAONCHIPS","Blue chip company","44500","-750","-1.66","45250","45300","44450","41246","1842593150","516218690000","11600420"
"144510","GC CELL","Enterprise of middle standing","20200","0","0.00","20200","20550","20150","18672","379487825","319166948800","15800344"
"340450","GCG","New growth company","7880","-30","-0.38","7920","8010","7850","29881","235821735","186368248840","23650793"
"142280","GCMS","Enterprise of middle standing","4115","-55","-1.32","4160","4200","4115","108651","450836763","89468025490","21741926"
"234690","GCWB","Blue chip company","9580","130","1.38","9490","9640","9360","37375","355874855","170066804080","17752276"
"109820","GENEMATRIX","New growth company","2635","-35","-1.31","2680","2690","2610","46977","124426260","53737241400","20393640"
"263860","GENIANS","Venture business","18770","70","0.37","18680","18940","18590","8921","166964360","170424092000","9079600"
"389030","GENINUS","New growth company","1741","2","0.12","1750","1779","1717","101966","177198007","58065562145","33351845"
"225220","GENOLUTION","Venture business","2390","-30","-1.24","2420","2420","2340","284581","674221990","45864150190","19190021"
"122310","GENORAY","Blue chip company","5490","-60","-1.08","5550","5550","5430","23649","129185480","79900603560","14553844"
"036190","GEUMHWA PSC","Blue chip company","33500","-250","-0.74","33500","33750","33200","11851","395975850","201000000000","6000000"
"388610","GFC Life Science","New growth company","18550","450","2.49","18100","19140","17680","432904","7922906310","96936901950","5225709"
"407400","GGUMBI","Venture business","6980","-50","-0.71","7070","7290","6980","70822","500168035","103405447320","14814534"
"130500","GH Advanced Materials","Blue chip company","2900","-30","-1.02","2930","2955","2820","184234","535258278","42180650800","14545052"
"950190","GHOSTS","Foreign company(none market division)","10170","140","1.40","10080","10320","10020","33192","337487210","132383490030","13017059"
"358570","GI Innovation","New growth company","19010","200","1.06","19100","19500","18730","531689","10168634730","1174883831630","61803463"
"289220","GIANTSTEP","New growth company","6300","-290","-4.40","6650","6650","6190","64360","410454690","140566992300","22312221"
"049080","GIGALANE","Venture business","480","-3","-0.62","483","490","480","127080","61338198","40744006560","84883347"
"446840","GITSN","New growth company","1655","-510","-23.56","2125","2130","1650","5023155","8826295129","91459094915","55262293"
"019660","GLOBON","Enterprise of middle standing","2710","20","0.74","2720","2730","2645","7779","20955120","37789142430","13944333"
"204840","GLPT","New growth company","1201","4","0.33","1191","1218","1185","191387","229442332","92735462406","77215206"
"119850","GNCENERGY","Blue chip company","31150","-300","-0.95","31900","31900","31000","188899","5956132675","512383515350","16448909"
"065060","GNCO","Enterprise of middle standing","881","4","0.46","880","883","874","86002","75490360","20968508324","23800804"
"311320","GO Element","New growth company","6730","-190","-2.75","6920","6950","6720","107391","731028265","84895988800","12614560"
"215000","GOLFZON","Blue chip company","63900","100","0.16","63800","64400","63700","9185","588184500","400999018500","6275415"
"121440","GOLFZON HOLDINGS","Blue chip company","5320","-50","-0.93","5370","5390","5220","74872","398194010","227891871760","42836818"
"033340","GOODPEOPLE","Enterprise of middle standing","2610","-145","-5.26","2610","2785","2570","16078494","42543791112","253040956380","96950558"
"114450","GREEN LIFESCIENCE","Enterprise of middle standing","2960","-180","-5.73","3090","3240","2960","1562516","4867260761","59200000000","20000000"
"204020","GRITEE","Blue chip company","3225","-30","-0.92","3225","3315","3210","177928","544700291","62728933200","19450832"
"900290","GRT","Foreign company(none market division)","2995","-5","-0.17","2985","3020","2965","67164","200836982","242145750000","80850000"
"053050","GSE","Blue chip company","2785","10","0.36","2800","2840","2780","137405","385164046","83515457645","29987597"
"900070","GSMT","Foreign company(none market division)","465","-1","-0.21","466","473","462","109378","51002094","24990945120","53743968"
"083450","GST","Blue chip company","20200","-500","-2.42","20700","20750","20100","185759","3773357650","372286000000","18430000"
"036180","GWV","More significant investment(none market division)","577","0","0.00","0","0","0","0","0","53929030348","93464524"
"094480","GalaxiaMoneytree","Enterprise of middle standing","10500","200","1.94","10320","10620","10240","148534","1547151145","411913299000","39229838"
"082270","GemVax","Venture business","51500","-700","-1.34","52200","52200","50900","69487","3573123400","2177645879000","42284386"
"229000","Gencurix","New growth company","1617","9","0.56","1608","1649","1601","26574","42835689","26062524642","16117826"
"086060","GeneBioTech","Enterprise of middle standing","4695","-150","-3.10","4930","4945","4665","499636","2384170963","40426705965","8610587"
"217190","Genesem","Venture business","7610","-20","-0.26","7600","7750","7550","36569","278875350","66733414140","8769174"
"363250","Genesystem","New growth company","5170","-160","-3.00","5390","5390","5110","26547","137604760","36411265660","7042798"
"095700","Genexine","New growth company","4970","35","0.71","4985","5020","4920","91622","455760849","226336255180","45540494"
"123330","Genic","Venture business","31550","0","0.00","31300","32100","30750","64266","2009707175","251411854000","7968680"
"361390","Genohco","Venture business","16750","10","0.06","16820","16830","16650","13874","232055030","147413215750","8800789"
"314130","Genome&Company","New growth company","2705","0","0.00","2695","2730","2660","51639","138909801","84086318075","31085515"
"228760","Genomictree","New growth company","17010","-600","-3.41","17520","17520","16900","161790","2761081125","414646680420","24376642"
"420770","GigaVis","Venture business","25300","-50","-0.20","25450","25600","25000","12506","315266350","320696677400","12675758"
"204620","Global Tax Free","Enterprise of middle standing","4680","150","3.31","4515","4730","4505","1564059","7252377174","328925984400","70283330"
"382800","GnBS eco","Blue chip company","3500","-30","-0.85","3530","3545","3440","86923","301644330","111408643500","31831041"
"035290","Gold&S","Enterprise of middle standing","391","-4","-1.01","395","407","390","104180","41072497","18641503680","47676480"
"035080","Gradiant","Enterprise of middle standing","15390","90","0.59","15300","15490","15170","21681","333294510","210482843220","13676598"
"402490","Green Resource","New growth company","16800","-180","-1.06","17010","17230","16680","72754","1230349990","139094659200","8279444"
"057880","Green pine tree","Issues for administration(none market division)","8790","0","0.00","0","0","0","0","0","216061434720","24580368"
"453450","Gridwiz","Venture business","19660","-230","-1.16","19750","20150","19660","21636","428112260","156154465000","7942750"
"044990","H&S","New growth company","14490","190","1.33","14300","14600","14090","19089","272916495","116442567360","8036064"
"357230","H.PIO","Blue chip company","2525","90","3.70","2585","2755","2495","686115","1787947460","106275954675","42089487"
"066130","HAATZ","Blue chip company","4875","10","0.21","4865","4890","4840","8256","40104665","62400000000","12800000"
"299030","HANA TECHNOLOGY","Venture business","25450","-250","-0.97","25700","26100","25000","83527","2126919300","203470459500","7994910"
"457370","HANCHEM","Enterprise of middle standing","9160","-480","-4.98","9450","9500","9100","384896","3571757675","73528547440","8027134"
"030520","HANCOM","Blue chip company","25500","-100","-0.39","25550","26000","25200","155841","3984752925","616583472000","24179744"
"220180","HANDYSOFT","Venture business","2845","75","2.71","2750","2965","2750","168122","484255983","55215760000","19408000"
"007770","HANILCHEMIC","Enterprise of middle standing","9400","-40","-0.42","9460","9470","9330","2265","21232300","32994000000","3510000"
"058450","HANJOO ART","More significant investment(none market division)","987","-50","-4.82","1037","1065","968","120659","119979025","14601303927","14793621"
"198940","HANJOO LIGHT METAL","Enterprise of middle standing","771","3","0.39","768","775","762","39340","30286614","30009616038","38922978"
"092460","HANLA IMS","Blue chip company","11700","-340","-2.82","12040","12080","11220","335175","3909690765","200183256000","17109680"
"052600","HANNET","Enterprise of middle standing","4490","-10","-0.22","4500","4550","4470","19732","88734300","51921013000","11563700"
"042520","HANS BIOMED","Venture business","8590","20","0.23","8570","8680","8230","18058","151184130","116191492530","13526367"
"452280","HANSUN ENGINEERING","Enterprise of middle standing","7490","60","0.81","7470","7540","7340","65367","485040740","129338443500","17268150"
"066980","HANSUNG CLEANTECH","Enterprise of middle standing","1321","-12","-0.90","1349","1362","1321","105070","140072064","68606300125","51935125"
"098070","HANTECH","Enterprise of middle standing","47000","8250","21.29","39000","47550","38750","1470811","65087866125","522693627000","11121141"
"455310","HANWHA PLUS NO 4 SPAC","SPAC(none market division)","2050","5","0.24","2045","2050","2045","2454","5018707","10373000000","5060000"
"498390","HANWHA PLUS NO 5 SPAC","SPAC(none market division)","1999","1","0.05","1998","2000","1996","1892","3778565","9915040000","4960000"
"078350","HANYANG DIGI","Blue chip company","9020","-620","-6.43","9630","9630","8690","464355","4220783030","137504325640","15244382"
"045100","HANYANG ENG","Blue chip company","18720","-130","-0.69","18840","18860","18530","38610","718396780","336960000000","18000000"
"136480","HARIM","Enterprise of middle standing","2990","-10","-0.33","3005","3015","2985","252280","754825346","317567008980","106209702"
"450330","HASS","New growth company","7780","0","0.00","7700","7900","7700","16070","124592440","60964150020","7836009"
"440290","HB Investment","Enterprise of middle standing","2220","5","0.23","2215","2235","2190","77735","172259657","60177562200","27107010"
"297890","HB SOLUTION","Blue chip company","2390","-70","-2.85","2430","2460","2385","433915","1045611986","174806784460","73140914"
"078150","HB Technology","Blue chip company","1923","-77","-3.85","2000","2005","1921","1110330","2168594539","178292706468","92715916"
"452190","HBL","Venture business","4690","-30","-0.64","4725","4730","4650","54353","254849665","109589152330","23366557"
"047080","HBS","Enterprise of middle standing","1325","-16","-1.19","1358","1358","1325","47287","62956033","32889629650","24822362"
"225530","HC BoKwang Industry","Blue chip company","3650","25","0.69","3630","3685","3610","9355","34206090","132636353550","36338727"
"060560","HC HomeCenter","Enterprise of middle standing","770","0","0.00","768","775","760","57868","44605665","98305534250","127669525"
"072990","HCT","Blue chip company","10730","160","1.51","10570","10940","10450","46145","494131820","79029840680","7365316"
"048410","HDBIO","Enterprise of middle standing","5600","-360","-6.04","5760","5800","5580","877904","4951040125","537829376000","96040960"
"256150","HDCTECH","Venture business","5860","-60","-1.01","5920","5920","5860","12170","71457170","49194700000","8395000"
"170030","HDI21","Blue chip company","6370","-60","-0.93","6430","6480","6360","279502","1791860935","97715800000","15340000"
"037440","HEERIM","Blue chip company","4665","-55","-1.17","4685","4775","4640","34643","162753304","64948345875","13922475"
"376270","HEM Pharma","New growth company","20000","970","5.10","19040","20300","19040","50187","993001660","141572740000","7078637"
"900270","HENG SHENG GROUP","Foreign company(none market division)","230","0","0.00","229","231","228","1088618","249806158","43250819200","188047040"
"010240","HEUNGKUK","Blue chip company","5300","-70","-1.30","5370","5400","5290","10333","54976455","65310288800","12322696"
"230240","HFR","Blue chip company","16830","290","1.75","16610","17150","16350","85074","1425998795","223990470000","13309000"
"450050","HI-8 SPAC","SPAC(none market division)","2065","-5","-0.24","2075","2075","2065","2137","4414320","10353910000","5014000"
"160190","HIGEN RNM","Enterprise of middle standing","31400","200","0.64","31550","31550","31050","36327","1135418775","969883200000","30888000"
"238490","HIMS","Venture business","3895","-90","-2.26","3860","3960","3805","178449","689412613","44061159220","11312236"
"221840","HIZEAERO","More significant investment(none market division)","2395","235","10.88","2180","2740","2175","3758360","9395459411","44787843595","18700561"
"044780","HK","Venture business","1299","-12","-0.92","1299","1308","1294","10987","14270909","24039017313","18505787"
"195940","HK inno.N","Blue chip company","45000","800","1.81","44650","45750","44600","184922","8330660900","1274845095000","28329891"
"023760","HKCapital","Blue chip company","779","2","0.26","777","780","773","181251","142060713","245859859704","315609576"
"037230","HKPAK","Enterprise of middle standing","2050","-45","-2.15","2095","2105","2000","59316","121930200","61090670350","29800327"
"028300","HLB","Enterprise of middle standing","41300","-450","-1.08","41900","42350","40400","462243","19064014075","5428393364800","131438096"
"187420","HLB Genex","New growth company","3165","105","3.43","3125","3245","3000","131631","410180384","92215066530","29135882"
"046210","HLB PANAGENE","Venture business","1890","-13","-0.68","1932","1932","1890","43294","81990700","85289497020","45126718"
"196300","HLB PEP","Issues for administration(none market division)","8020","120","1.52","7900","8200","7510","33480","266280890","74533051960","9293398"
"115450","HLB Therapeutics","Enterprise of middle standing","3400","-70","-2.02","3480","3480","3345","427282","1452976898","286899694200","84382263"
"024850","HLB innoVation","Enterprise of middle standing","1710","1","0.06","1709","1719","1668","137423","232899961","246760050330","144304123"
"067630","HLBLS","More significant investment(none market division)","4035","-35","-0.86","4070","4100","3970","382161","1534363697","491935329030","121917058"
"047920","HLBPHARMA","New growth company","15130","170","1.14","15250","15450","14900","88717","1342757045","496254256280","32799356"
"278650","HLBbioStep","Enterprise of middle standing","1378","13","0.95","1359","1425","1359","174613","243077093","119893632742","87005539"
